iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
ESP,2017-08-01,77.31,5.0,93.67,48.68,74.91,59.28,73.28,4.99,84.79,4.94,39.76,95.68,11.76
ESP,2017-09-01,77.19,5.49,93.81,48.23,75.4,59.35,73.31,4.95,84.76,4.96,39.82,95.67,11.87
ESP,2017-10-01,77.01,5.16,93.2,48.51,75.68,59.44,73.39,4.92,84.79,5.04,39.84,95.63,11.86
ESP,2017-11-01,77.39,4.83,93.66,48.83,74.9,59.84,73.37,4.91,84.77,4.93,39.75,95.69,11.79
ESP,2017-12-01,77.38,5.16,93.84,48.69,76.54,59.99,73.33,4.95,84.82,5.14,39.86,95.68,11.75
ESP,2018-01-01,77.57,5.19,93.63,49.05,76.17,60.45,73.25,4.96,84.82,4.91,39.79,95.75,11.86
ESP,2018-02-01,78.03,5.13,93.12,49.5,76.43,60.26,73.25,4.99,84.82,5.04,39.83,95.72,11.75
ESP,2018-03-01,77.95,4.64,93.21,49.99,76.5,60.72,73.21,4.92,84.87,5.02,39.82,95.59,11.88
ESP,2018-04-01,78.05,5.24,93.43,50.26,76.54,60.72,73.29,5.05,84.76,4.97,39.76,95.72,11.84
ESP,2018-05-01,78.81,4.69,93.48,50.17,76.54,60.77,73.33,4.99,84.76,4.97,39.81,95.73,11.85
ESP,2018-06-01,78.96,5.1,94.26,51.1,77.18,60.6,73.31,4.99,84.81,5.03,39.81,95.72,11.88
ESP,2018-07-01,79.19,5.35,93.23,51.48,76.98,61.01,73.29,4.97,84.78,5.03,39.84,95.7,11.86
ESP,2018-08-01,79.44,4.75,93.73,52.01,76.66,60.86,73.33,5.05,84.73,5.03,39.86,95.71,11.79
ESP,2018-09-01,79.63,5.13,93.89,52.1,77.58,61.74,73.32,5.0,84.8,5.07,39.83,95.68,11.71
ESP,2018-10-01,79.53,5.28,93.93,52.98,77.71,61.73,73.29,4.98,84.7,5.06,39.77,95.66,11.84
ESP,2018-11-01,80.01,4.87,93.67,53.28,77.08,61.67,73.27,4.95,84.77,4.99,39.82,95.74,11.84
ESP,2018-12-01,80.18,4.99,93.86,53.66,78.0,61.51,73.3,5.02,84.76,5.01,39.97,95.64,11.8
ESP,2019-01-01,79.97,5.13,93.97,54.69,78.05,62.15,73.42,4.99,84.81,5.02,39.77,95.77,11.76
ESP,2019-02-01,80.52,4.96,94.06,54.12,77.73,62.16,73.27,4.97,84.75,5.02,38.83,95.49,11.82
ESP,2019-03-01,79.84,5.11,94.03,54.78,78.13,61.93,73.29,4.94,84.84,4.95,37.89,95.36,11.71
ESP,2019-04-01,80.16,5.09,93.71,54.5,78.26,61.8,73.25,4.99,84.81,4.99,36.85,95.04,11.87
ESP,2019-05-01,79.85,5.3,94.23,54.36,78.38,62.15,73.17,5.0,84.81,4.98,35.95,94.93,11.88
ESP,2019-06-01,79.49,4.81,94.08,54.47,78.23,62.14,73.3,4.99,84.78,5.07,34.89,94.56,11.8
ESP,2019-07-01,79.87,5.16,93.79,53.88,78.28,62.43,73.28,5.02,84.75,4.98,33.91,94.34,11.84
ESP,2019-08-01,79.41,5.2,94.31,54.73,78.09,62.13,73.31,5.01,84.87,5.02,33.01,94.18,11.77
ESP,2019-09-01,79.27,4.52,93.94,54.19,78.53,62.01,73.35,5.07,84.77,4.99,32.03,93.88,11.81
ESP,2019-10-01,79.36,4.93,94.72,54.55,78.43,62.63,73.26,4.93,84.83,4.98,31.02,93.8,11.75
ESP,2019-11-01,78.02,5.18,93.8,54.66,78.78,62.11,73.26,4.94,84.78,4.94,30.0,93.45,11.9
ESP,2019-12-01,78.3,5.1,93.91,54.45,78.97,62.19,73.23,5.05,84.8,5.0,29.0,93.19,11.73
ESP,2020-01-01,78.46,4.74,94.09,54.7,78.83,62.19,73.45,4.96,84.74,4.93,28.08,92.97,11.81
ESP,2020-02-01,78.28,5.17,94.22,53.95,78.32,62.37,73.24,5.02,84.79,5.03,28.14,93.09,11.89
ESP,2020-03-01,78.78,4.87,94.54,54.17,78.14,62.06,73.3,4.9,84.66,4.93,28.01,93.28,11.77
ESP,2020-04-01,78.29,4.93,93.97,54.17,77.29,61.84,73.28,4.97,84.71,5.03,28.14,93.35,11.85
ESP,2020-05-01,78.13,4.43,94.25,54.38,77.96,61.38,73.38,4.97,84.76,4.97,28.06,93.47,11.79
ESP,2020-06-01,78.69,4.67,94.2,54.91,77.15,61.32,73.32,5.05,84.78,4.97,28.04,93.7,11.89
ESP,2020-07-01,77.93,4.84,94.47,54.17,77.4,61.36,73.24,4.99,84.78,5.08,28.11,93.83,11.79
ESP,2020-08-01,78.05,5.64,93.94,54.6,76.14,60.69,73.17,4.99,84.77,4.89,28.04,93.98,11.8
ESP,2020-09-01,78.08,4.81,94.5,53.81,76.39,60.87,73.23,5.0,84.81,4.99,28.11,94.06,11.8
ESP,2020-10-01,77.59,5.29,94.36,54.46,75.7,60.82,73.22,4.92,84.81,5.01,28.14,94.2,11.86
ESP,2020-11-01,78.13,4.78,94.09,54.74,75.65,60.82,73.34,4.97,84.86,4.97,28.11,94.34,11.73
ESP,2020-12-01,77.26,5.47,93.97,54.03,75.36,59.95,73.35,5.01,84.78,5.06,28.05,94.43,11.74
ESP,2021-01-01,77.23,5.29,94.15,54.38,75.16,59.94,73.4,5.14,84.77,5.08,28.01,94.5,11.72
ESP,2021-02-01,77.52,4.89,94.0,54.45,74.42,60.15,73.25,5.08,84.75,5.09,28.89,94.69,11.79
ESP,2021-03-01,77.61,4.72,94.84,54.38,74.91,60.62,73.29,5.05,84.85,5.04,29.75,94.93,11.87
ESP,2021-04-01,77.7,5.27,94.24,54.26,74.42,60.58,73.22,4.99,84.76,5.08,30.61,95.16,11.73
ESP,2021-05-01,77.78,5.24,94.41,54.86,74.43,60.38,73.37,4.95,84.73,5.04,31.41,95.26,11.8
ESP,2021-06-01,77.79,4.95,94.79,54.6,74.03,60.51,73.29,5.01,84.85,5.03,32.33,95.46,11.76
ESP,2021-07-01,78.48,4.79,94.71,54.78,73.81,60.97,73.18,4.99,84.84,5.03,33.16,95.54,11.86
ESP,2021-08-01,77.79,5.17,94.39,54.08,73.24,60.87,73.33,4.98,84.76,5.05,34.04,95.76,11.86
ESP,2021-09-01,77.99,5.38,94.66,54.28,73.24,60.5,73.25,4.98,84.76,5.04,34.87,95.96,11.84
ESP,2021-10-01,78.03,5.28,95.16,54.13,73.16,60.9,73.26,5.01,84.81,4.95,35.74,96.16,11.77
ESP,2021-11-01,77.81,5.19,94.28,54.24,72.86,60.94,73.2,5.04,84.78,4.97,36.66,96.33,11.75
ESP,2021-12-01,78.2,5.07,94.85,54.44,72.57,61.24,73.19,4.91,84.74,5.09,37.42,96.45,11.85
ESP,2022-01-01,78.43,4.86,94.87,54.44,72.41,61.16,73.3,4.97,84.73,4.92,38.28,96.61,11.84
ESP,2022-02-01,78.17,5.05,94.83,53.97,72.23,60.81,73.32,5.07,84.79,4.97,38.2,96.64,11.86
ESP,2022-03-01,77.85,4.88,94.85,54.62,72.2,60.93,73.31,5.04,84.74,4.96,38.37,96.66,11.78
ESP,2022-04-01,77.8,4.94,94.97,54.46,72.44,61.04,73.29,4.95,84.82,5.02,38.27,96.73,11.8
ESP,2022-05-01,77.74,5.19,95.19,54.07,71.94,60.24,73.39,4.97,84.8,4.99,38.38,96.72,11.81
ESP,2022-06-01,77.15,5.01,94.53,54.16,71.78,60.66,73.32,4.97,84.84,5.0,38.37,96.77,11.8
ESP,2022-07-01,77.37,4.91,95.06,54.48,72.16,60.55,73.36,4.96,84.77,5.04,38.34,96.75,11.85
ESP,2022-08-01,77.14,4.71,95.03,54.2,71.67,59.86,73.28,4.96,84.68,5.02,38.32,96.86,11.81
ESP,2022-09-01,76.65,4.46,94.8,54.26,71.84,59.88,73.27,4.96,84.67,5.0,38.37,96.74,11.73
ESP,2022-10-01,76.56,5.16,95.09,54.07,71.78,59.59,73.23,5.04,84.74,4.89,38.3,96.82,11.84
ESP,2022-11-01,76.52,5.47,94.72,54.29,71.58,59.25,73.37,5.07,84.86,5.02,38.29,96.93,11.76
ESP,2022-12-01,76.04,4.65,95.03,54.14,71.43,59.63,73.27,5.04,84.71,4.94,38.27,96.9,11.85
ESP,2023-01-01,75.85,4.78,94.66,54.68,71.15,59.49,73.32,5.01,84.66,4.93,38.36,96.87,11.82
ESP,2023-02-01,75.57,4.99,94.68,52.0,71.59,59.25,73.29,4.94,84.72,5.07,38.32,96.86,11.82
ESP,2023-03-01,75.5,5.57,94.74,50.16,70.97,59.02,73.31,4.93,84.72,5.04,38.27,96.98,11.84
ESP,2023-04-01,75.34,4.76,93.9,47.78,70.47,59.27,73.36,4.95,84.71,4.99,38.29,97.0,11.76
ESP,2023-05-01,75.37,5.34,94.08,45.84,70.89,58.77,73.32,5.03,84.75,5.03,38.33,97.03,11.79
ESP,2023-06-01,75.07,5.11,93.78,43.0,70.73,58.9,73.25,5.07,84.76,5.0,38.39,97.02,11.85
ESP,2023-07-01,75.32,5.16,93.42,41.21,70.37,58.47,73.23,4.95,84.77,5.06,38.27,97.1,11.78
ESP,2023-08-01,75.18,5.35,93.53,39.24,70.0,58.39,73.3,5.12,84.83,5.04,38.35,97.06,11.81
ESP,2023-09-01,74.54,4.68,93.68,37.13,69.76,58.32,73.29,5.0,84.86,4.91,38.36,97.18,11.79
ESP,2023-10-01,74.59,5.42,92.62,34.52,69.96,57.73,73.26,4.96,84.69,5.02,38.29,97.08,11.78
ESP,2023-11-01,74.48,5.03,93.17,32.32,69.89,57.72,73.29,5.01,84.83,4.96,38.37,97.16,11.9
ESP,2023-12-01,74.76,5.11,92.99,30.4,69.17,56.86,73.28,4.96,84.79,4.98,38.26,97.27,11.76
ESP,2024-01-01,74.42,5.03,92.96,27.78,69.05,57.29,73.31,4.88,84.76,5.0,38.34,97.17,11.82
ESP,2024-02-01,74.42,5.18,93.15,28.78,69.09,57.38,73.18,5.02,84.83,4.97,37.39,97.28,11.88
ESP,2024-03-01,74.12,5.12,93.19,29.47,69.36,57.5,73.26,5.05,84.76,4.97,36.34,97.22,11.8
ESP,2024-04-01,74.29,5.05,92.83,30.2,69.19,57.13,73.32,5.04,84.74,5.06,35.22,97.28,11.86
ESP,2024-05-01,74.12,4.96,93.19,31.27,69.43,57.21,73.3,5.04,84.86,5.02,34.2,97.27,11.83
ESP,2024-06-01,74.3,4.62,93.03,32.48,69.59,57.23,73.24,4.98,84.75,5.02,33.24,97.3,11.77
ESP,2024-07-01,74.4,4.99,93.31,32.62,69.33,57.6,73.28,4.94,84.69,5.03,32.21,97.34,11.78
ESP,2024-08-01,74.27,5.04,93.27,33.59,69.55,56.88,73.28,5.02,84.73,5.07,31.14,97.31,11.79
ESP,2024-09-01,73.99,4.79,93.66,33.93,69.56,57.28,73.27,5.06,84.73,5.05,30.06,97.4,11.67
ESP,2024-10-01,74.02,5.22,93.82,34.63,69.78,57.23,73.33,4.98,84.78,4.95,29.11,97.45,11.75
ESP,2024-11-01,74.68,4.82,94.49,36.44,69.6,57.27,73.29,4.96,84.74,5.05,28.04,97.43,11.88
ESP,2024-12-01,74.3,5.26,94.3,36.67,69.1,56.95,73.3,4.98,84.85,5.01,27.05,97.5,11.75
ESP,2025-01-01,74.22,4.57,93.89,37.5,69.64,56.78,73.31,5.05,84.83,5.01,26.06,97.49,11.77
ESP,2025-02-01,74.14,4.93,94.38,37.72,69.47,56.86,73.39,5.03,84.88,5.05,26.02,97.58,11.91
ESP,2025-03-01,74.12,5.09,94.18,37.08,69.47,57.15,73.31,5.04,84.81,4.92,26.1,97.49,11.82
ESP,2025-04-01,74.11,5.31,94.02,37.29,69.64,57.22,73.34,5.02,84.78,4.99,26.09,97.52,11.8
ESP,2025-05-01,73.88,5.43,94.18,37.07,69.44,57.36,73.34,5.06,84.82,5.1,26.07,97.41,11.9
ESP,2025-06-01,73.81,5.0,94.43,37.13,69.64,57.44,73.32,4.9,84.83,4.91,26.13,97.53,11.84
ESP,2025-07-01,74.09,5.05,93.91,37.28,70.17,57.31,73.36,5.03,84.73,5.02,26.16,97.5,11.77
ESP,2025-08-01,74.24,4.81,94.5,37.23,69.79,57.2,73.28,5.01,84.69,4.96,25.99,97.42,11.8
ESP,2025-09-01,74.38,5.13,94.43,37.36,69.76,57.15,73.27,4.99,84.77,5.01,26.12,97.47,11.79
ESP,2025-10-01,74.21,5.23,94.18,36.97,69.21,56.97,73.23,5.05,84.73,5.0,25.94,97.54,11.8
ESP,2025-11-01,74.29,5.25,94.17,37.63,69.54,57.44,73.33,5.06,84.71,5.01,25.98,97.38,11.75
ESP,2025-12-01,73.87,5.22,94.57,37.26,69.64,57.24,73.24,4.89,84.8,4.93,26.05,97.51,11.83
ETH,1995-01-01,9.64,69.03,47.17,33.18,14.64,8.86,61.39,5.06,87.55,6.98,37.6,21.37,21.12
ETH,1995-02-01,9.7,68.53,46.94,32.64,15.32,8.56,61.31,4.99,87.54,6.96,37.51,21.52,21.16
ETH,1995-03-01,10.1,69.17,46.38,33.48,14.93,8.52,61.38,5.02,87.48,6.97,37.68,21.61,21.18
ETH,1995-04-01,9.83,68.54,47.3,33.1,15.28,8.71,61.37,5.09,87.66,7.01,37.66,21.64,21.18
ETH,1995-05-01,10.35,68.93,47.1,33.3,15.08,8.82,61.29,5.0,87.63,7.1,37.57,21.78,21.17
ETH,1995-06-01,10.06,69.3,47.31,33.17,15.25,8.57,61.32,5.0,87.53,7.03,37.5,21.91,21.09
ETH,1995-07-01,10.61,68.81,47.21,33.09,15.36,9.4,61.35,4.99,87.64,6.92,37.61,21.93,21.22
ETH,1995-08-01,10.21,69.33,47.66,33.22,15.68,8.92,61.31,5.11,87.67,6.83,37.64,22.08,21.11
ETH,1995-09-01,10.55,68.59,47.93,33.6,15.61,9.52,61.35,4.97,87.67,6.98,37.63,22.25,21.07
ETH,1995-10-01,10.83,68.72,47.4,33.25,15.17,9.01,61.49,4.99,87.7,6.97,37.64,22.32,21.17
ETH,1995-11-01,10.62,68.83,47.78,33.02,15.53,9.87,61.43,5.01,87.71,6.94,37.57,22.29,21.15
ETH,1995-12-01,11.0,68.98,47.76,32.97,15.61,9.4,61.28,5.04,87.72,6.93,37.55,22.55,21.15
ETH,1996-01-01,10.72,69.22,48.02,32.96,15.6,9.33,61.31,4.99,87.76,6.98,37.63,22.57,21.17
ETH,1996-02-01,11.08,68.61,48.21,33.36,14.91,9.1,61.38,4.9,87.68,6.95,37.61,22.52,21.24
ETH,1996-03-01,11.03,68.9,47.88,33.48,15.76,9.54,61.31,4.97,87.7,6.94,37.62,22.59,21.17
ETH,1996-04-01,11.45,69.17,47.89,33.49,15.95,9.34,61.35,4.98,87.83,6.91,37.61,22.8,21.2
ETH,1996-05-01,10.83,68.73,48.42,33.02,15.67,9.57,61.34,4.95,87.83,6.86,37.66,22.93,21.17
ETH,1996-06-01,11.23,68.97,48.37,33.64,15.93,9.86,61.31,4.99,87.81,6.92,37.63,23.07,21.2
ETH,1996-07-01,10.78,68.86,47.61,33.29,15.85,9.22,61.44,4.92,87.8,6.9,37.57,23.06,21.16
ETH,1996-08-01,11.06,69.11,47.4,33.1,15.47,9.48,61.38,4.94,87.91,6.86,37.68,23.24,21.05
ETH,1996-09-01,10.56,68.81,48.02,33.23,15.48,9.44,61.3,5.03,87.92,6.91,37.59,23.25,21.07
ETH,1996-10-01,11.09,68.87,47.93,33.32,15.24,9.89,61.37,5.05,87.94,6.95,37.7,23.41,21.17
ETH,1996-11-01,10.91,68.63,48.37,33.04,15.51,8.85,61.42,5.06,87.94,6.85,37.69,23.44,21.13
ETH,1996-12-01,10.89,68.83,47.63,33.32,15.3,9.48,61.39,5.01,87.91,6.87,37.53,23.52,21.16
ETH,1997-01-01,10.7,69.19,47.86,33.21,15.98,9.03,61.3,5.09,87.94,6.9,37.61,23.59,21.13
ETH,1997-02-01,11.15,68.7,48.12,33.14,15.21,8.89,61.34,4.88,87.96,6.88,37.65,23.77,21.11
ETH,1997-03-01,11.25,69.19,48.04,33.33,15.69,9.57,61.39,5.11,87.99,6.8,37.64,23.95,21.21
ETH,1997-04-01,10.69,68.79,47.99,33.38,15.89,10.09,61.33,4.98,87.93,6.87,37.6,23.91,21.16
ETH,1997-05-01,11.09,68.83,48.0,33.53,15.25,9.17,61.27,4.99,88.03,6.89,37.63,23.97,21.19
ETH,1997-06-01,10.98,68.63,47.88,32.82,15.22,9.56,61.27,4.91,87.96,6.86,37.62,24.0,21.14
ETH,1997-07-01,11.3,68.98,47.66,33.21,15.71,9.71,61.36,5.0,87.96,6.83,37.58,24.12,21.11
ETH,1997-08-01,11.14,68.77,48.05,33.54,15.8,9.22,61.38,4.99,87.95,6.83,37.58,24.33,21.15
ETH,1997-09-01,11.16,69.12,48.12,32.97,15.36,9.51,61.32,5.01,88.13,6.9,37.54,24.33,21.17
ETH,1997-10-01,10.89,69.03,47.79,33.17,15.23,9.49,61.33,5.09,88.06,6.88,37.68,24.44,21.13
ETH,1997-11-01,11.32,68.58,47.74,33.21,15.78,9.48,61.3,4.92,88.11,6.88,37.63,24.53,21.23
ETH,1997-12-01,10.97,68.9,48.34,33.04,15.6,8.98,61.36,5.0,88.12,6.83,37.66,24.63,21.14
ETH,1998-01-01,11.06,69.15,48.01,33.18,15.37,8.92,61.33,5.03,88.16,6.77,37.64,24.76,21.24
ETH,1998-02-01,10.74,68.8,48.05,33.31,15.63,9.66,61.42,4.88,88.06,6.74,37.6,24.66,21.07
ETH,1998-03-01,10.91,69.05,48.57,32.96,15.28,9.36,61.38,4.97,88.25,6.85,37.51,24.55,21.23
ETH,1998-04-01,10.99,68.54,47.89,33.26,16.21,9.56,61.34,5.03,88.18,6.74,37.57,24.45,21.11
ETH,1998-05-01,11.4,68.34,48.17,33.37,15.85,9.12,61.27,4.97,88.3,6.76,37.62,24.44,21.12
ETH,1998-06-01,11.37,68.91,47.9,33.29,15.85,9.64,61.35,5.04,88.16,6.78,37.53,24.36,21.2
ETH,1998-07-01,11.51,69.01,48.2,33.26,16.01,9.14,61.36,5.02,88.31,6.74,37.56,24.31,21.17
ETH,1998-08-01,11.1,68.83,48.0,33.39,15.83,9.46,61.38,5.04,88.26,6.82,37.62,24.25,21.23
ETH,1998-09-01,10.53,68.84,47.82,33.58,15.37,9.68,61.3,5.0,88.28,6.8,37.59,24.12,21.23
ETH,1998-10-01,11.24,69.1,47.71,33.44,15.55,9.55,61.37,5.0,88.26,6.75,37.64,24.12,21.19
ETH,1998-11-01,11.14,69.26,48.22,33.57,15.45,9.4,61.3,4.97,88.29,6.79,37.64,24.06,21.18
ETH,1998-12-01,11.1,69.12,48.05,33.08,15.91,9.7,61.33,5.04,88.29,6.72,37.71,24.0,21.18
ETH,1999-01-01,10.66,68.71,47.97,33.54,15.66,9.28,61.37,5.05,88.39,6.71,37.6,24.01,21.18
ETH,1999-02-01,10.96,68.83,48.37,33.24,15.68,9.36,61.36,5.0,88.36,6.79,37.72,23.99,21.15
ETH,1999-03-01,11.08,68.8,48.29,33.2,15.96,9.75,61.37,4.97,88.3,6.75,37.66,23.99,21.14
ETH,1999-04-01,11.31,68.93,49.41,33.16,15.92,9.26,61.37,4.9,88.49,6.79,37.59,24.19,21.2
ETH,1999-05-01,11.21,68.83,49.2,32.91,15.78,9.62,61.47,4.96,88.45,6.72,37.62,24.19,21.11
ETH,1999-06-01,11.09,68.98,50.06,33.2,15.8,9.41,61.42,4.98,88.48,6.6,37.62,24.27,21.2
ETH,1999-07-01,11.57,68.43,49.73,32.84,15.97,9.24,61.48,4.98,88.46,6.7,37.54,24.36,21.22
ETH,1999-08-01,10.93,69.31,50.1,33.5,15.55,9.37,61.31,4.96,88.52,6.68,37.56,24.38,21.14
ETH,1999-09-01,10.76,68.6,50.4,33.3,15.33,9.39,61.35,4.97,88.45,6.65,37.65,24.49,21.23
ETH,1999-10-01,11.22,68.84,50.8,33.67,16.16,8.93,61.43,5.06,88.48,6.57,37.66,24.54,21.19
ETH,1999-11-01,11.28,68.86,51.28,33.05,15.58,9.6,61.29,5.05,88.59,6.68,37.64,24.56,21.18
ETH,1999-12-01,11.44,69.0,51.51,33.04,15.93,9.23,61.32,5.01,88.6,6.74,37.57,24.6,21.18
ETH,2000-01-01,11.1,68.63,51.56,33.1,15.34,9.2,61.33,4.95,88.57,6.61,37.53,24.69,21.17
ETH,2000-02-01,11.23,68.99,52.12,33.36,15.63,9.49,61.39,5.04,88.54,6.6,37.61,25.06,21.26
ETH,2000-03-01,10.74,68.93,52.05,33.43,15.89,9.17,61.33,5.02,88.59,6.62,37.61,25.6,21.04
ETH,2000-04-01,11.06,68.41,51.49,33.05,15.39,9.51,61.34,4.91,88.59,6.56,37.58,25.92,21.17
ETH,2000-05-01,10.78,69.06,51.78,33.27,15.56,9.49,61.36,4.94,88.54,6.71,37.63,26.26,21.24
ETH,2000-06-01,10.86,68.7,51.4,33.53,15.33,9.08,61.35,5.0,88.55,6.63,37.65,26.72,21.09
ETH,2000-07-01,11.13,68.83,51.88,33.22,15.85,9.71,61.41,5.05,88.6,6.56,37.6,27.1,21.16
ETH,2000-08-01,11.06,68.72,51.9,33.01,15.61,9.65,61.45,5.04,88.6,6.54,37.62,27.53,21.21
ETH,2000-09-01,11.3,68.77,51.41,33.5,15.54,9.08,61.41,5.09,88.55,6.59,37.61,27.97,21.1
ETH,2000-10-01,11.08,68.78,51.85,33.2,16.07,9.61,61.41,5.01,88.54,6.57,37.64,28.28,21.13
ETH,2000-11-01,10.71,68.74,51.55,33.23,15.97,9.68,61.32,4.97,88.55,6.64,37.57,28.69,21.18
ETH,2000-12-01,10.7,68.74,51.68,33.57,15.86,8.98,61.41,5.05,88.59,6.53,37.61,29.08,21.09
ETH,2001-01-01,11.17,68.66,51.66,33.33,15.58,9.19,61.36,4.99,88.54,6.54,37.71,29.51,21.16
ETH,2001-02-01,11.0,68.94,51.93,33.16,15.85,9.33,61.28,4.96,88.54,6.56,37.6,29.63,21.11
ETH,2001-03-01,11.01,68.58,51.85,33.47,16.12,9.47,61.35,5.04,88.6,6.56,37.66,29.82,21.12
ETH,2001-04-01,11.25,68.69,51.16,32.93,15.39,9.36,61.42,5.1,88.46,6.57,37.67,29.99,21.21
ETH,2001-05-01,11.27,68.52,51.6,33.14,15.18,9.41,61.36,4.92,88.45,6.53,37.7,30.21,21.15
ETH,2001-06-01,11.09,69.33,51.45,33.24,15.32,9.59,61.35,5.03,88.6,6.47,37.67,30.31,21.12
ETH,2001-07-01,10.87,69.21,51.32,33.14,15.69,9.24,61.3,5.04,88.57,6.44,37.56,30.47,21.2
ETH,2001-08-01,11.02,69.03,51.83,32.86,15.09,9.31,61.29,4.99,88.51,6.56,37.65,30.65,21.14
ETH,2001-09-01,11.13,68.82,51.5,33.43,15.72,9.31,61.39,5.02,88.65,6.5,37.62,30.86,21.15
ETH,2001-10-01,10.79,69.08,51.43,33.63,16.0,9.66,61.32,5.11,88.56,6.41,37.6,30.91,21.12
ETH,2001-11-01,10.87,68.74,51.6,33.49,16.03,9.34,61.27,4.99,88.66,6.4,37.63,31.15,21.23
ETH,2001-12-01,11.12,68.74,51.77,33.39,16.07,9.32,61.36,5.05,88.58,6.59,37.52,31.32,21.16
ETH,2002-01-01,10.75,68.98,51.91,33.05,15.73,9.57,61.32,4.97,88.54,6.49,37.64,31.47,21.06
ETH,2002-02-01,10.84,69.18,51.08,32.81,16.18,9.59,61.36,5.0,88.53,6.51,37.55,31.58,21.12
ETH,2002-03-01,11.37,68.96,51.36,33.23,16.05,9.62,61.38,4.96,88.57,6.5,37.61,31.77,21.18
ETH,2002-04-01,10.82,68.71,51.45,33.2,15.98,9.12,61.44,5.07,88.5,6.51,37.64,31.94,21.17
ETH,2002-05-01,11.02,69.03,51.49,33.44,15.63,9.2,61.36,4.91,88.58,6.51,37.54,32.13,21.04
ETH,2002-06-01,10.98,69.16,51.72,33.28,15.88,9.14,61.4,5.04,88.55,6.49,37.56,32.2,21.21
ETH,2002-07-01,11.27,69.02,51.26,33.29,15.57,9.17,61.28,4.98,88.56,6.48,37.61,32.39,21.22
ETH,2002-08-01,11.2,69.07,51.68,33.07,16.1,9.16,61.28,5.04,88.66,6.45,37.56,32.53,21.22
ETH,2002-09-01,10.46,69.06,51.75,33.53,15.73,9.4,61.28,5.08,88.47,6.47,37.7,32.7,21.07
ETH,2002-10-01,10.79,69.16,51.43,32.85,15.6,9.27,61.32,5.0,88.54,6.46,37.62,32.82,21.09
ETH,2002-11-01,10.91,68.98,51.35,33.22,16.01,9.13,61.38,4.96,88.57,6.42,37.66,32.97,21.27
ETH,2002-12-01,11.51,68.65,52.08,33.21,15.44,9.6,61.38,4.9,88.5,6.37,37.68,33.19,21.15
ETH,2003-01-01,11.29,68.7,51.42,33.7,15.84,9.18,61.36,4.99,88.53,6.41,37.62,33.23,21.2
ETH,2003-02-01,10.89,68.6,51.54,33.61,15.66,9.63,61.35,4.96,88.59,6.4,37.66,33.48,21.12
ETH,2003-03-01,10.91,68.53,51.58,33.4,15.57,9.35,61.31,4.95,88.56,6.41,37.5,33.6,21.11
ETH,2003-04-01,11.1,69.22,51.63,33.19,15.56,9.16,61.36,4.99,88.54,6.39,37.66,33.93,21.18
ETH,2003-05-01,11.03,68.89,51.66,32.96,15.61,9.23,61.3,4.99,88.47,6.39,37.67,34.06,21.22
ETH,2003-06-01,11.54,68.71,51.36,33.67,15.74,9.3,61.4,4.98,88.55,6.32,37.57,34.13,21.22
ETH,2003-07-01,11.62,68.68,51.94,33.42,16.01,9.07,61.28,5.03,88.44,6.29,37.61,34.34,21.13
ETH,2003-08-01,11.11,68.88,52.11,33.94,15.75,9.68,61.37,5.05,88.49,6.32,37.68,34.48,21.24
ETH,2003-09-01,10.42,68.84,51.56,32.99,15.46,9.14,61.43,4.98,88.59,6.42,37.63,34.73,21.16
ETH,2003-10-01,10.87,68.88,51.37,32.97,15.79,9.05,61.35,4.96,88.62,6.35,37.62,34.9,21.23
ETH,2003-11-01,11.4,68.98,51.63,33.4,15.59,9.5,61.29,4.99,88.56,6.25,37.53,35.12,21.22
ETH,2003-12-01,10.6,68.95,51.7,33.36,15.56,9.12,61.27,4.97,88.56,6.25,37.54,35.21,21.16
ETH,2004-01-01,10.6,69.06,51.57,32.96,15.32,9.16,61.37,4.99,88.52,6.3,37.55,35.48,21.21
ETH,2004-02-01,11.18,68.59,52.14,32.72,15.52,9.06,61.28,5.0,88.56,6.3,37.61,35.64,21.16
ETH,2004-03-01,10.81,68.6,53.21,33.37,16.02,9.37,61.37,5.02,88.55,6.27,37.73,35.86,21.2
ETH,2004-04-01,10.82,69.04,53.11,33.45,15.57,9.69,61.36,4.95,88.51,6.27,37.59,36.04,21.16
ETH,2004-05-01,11.42,68.84,54.19,33.2,15.62,9.71,61.38,5.0,88.58,6.25,37.65,36.22,21.16
ETH,2004-06-01,11.24,69.17,54.35,33.43,16.18,9.6,61.34,4.98,88.57,6.23,37.64,36.44,21.15
ETH,2004-07-01,11.36,69.26,55.36,33.19,15.72,10.02,61.35,5.05,88.62,6.33,37.56,36.67,21.13
ETH,2004-08-01,11.38,68.84,56.15,33.25,15.6,9.85,61.37,4.9,88.64,6.25,37.54,36.86,21.08
ETH,2004-09-01,11.64,69.1,56.52,33.1,16.2,10.17,61.29,5.11,88.5,6.25,37.77,37.11,21.13
ETH,2004-10-01,11.25,68.98,57.39,33.04,15.99,10.16,61.39,4.94,88.51,6.24,37.65,37.2,21.14
ETH,2004-11-01,11.16,69.12,57.43,32.9,15.64,10.09,61.37,4.89,88.55,6.22,37.56,37.42,21.13
